STATE,COUNTY,YEAR,POP
Illinois,Greene County,2019,12969
Illinois,Grundy County,2000,37704
Illinois,Grundy County,2001,38320
Illinois,Grundy County,2002,38865
Illinois,Grundy County,2003,39819
Illinois,Grundy County,2004,41410
Illinois,Grundy County,2005,44181
Illinois,Grundy County,2006,46534
Illinois,Grundy County,2007,48175
Illinois,Grundy County,2008,49166
Illinois,Grundy County,2009,49702
Illinois,Grundy County,2010,50063
Illinois,Grundy County,2011,50099
Illinois,Grundy County,2012,50160
Illinois,Grundy County,2013,50187
Illinois,Grundy County,2014,50287
Illinois,Grundy County,2015,50363
Illinois,Grundy County,2016,50317
Illinois,Grundy County,2017,50622
Illinois,Grundy County,2018,50973
Illinois,Grundy County,2019,51054
Illinois,Hamilton County,2000,8602
Illinois,Hamilton County,2001,8527
Illinois,Hamilton County,2002,8440
Illinois,Hamilton County,2003,8431
Illinois,Hamilton County,2004,8525
Illinois,Hamilton County,2005,8471
Illinois,Hamilton County,2006,8497
Illinois,Hamilton County,2007,8416
Illinois,Hamilton County,2008,8454
Illinois,Hamilton County,2009,8448
Illinois,Hamilton County,2010,8457
Illinois,Hamilton County,2011,8425
Illinois,Hamilton County,2012,8388
Illinois,Hamilton County,2013,8348
Illinois,Hamilton County,2014,8314
Illinois,Hamilton County,2015,8248
Illinois,Hamilton County,2016,8186
Illinois,Hamilton County,2017,8181
Illinois,Hamilton County,2018,8148
Illinois,Hamilton County,2019,8116
Illinois,Hancock County,2000,20148
Illinois,Hancock County,2001,20069
Illinois,Hancock County,2002,19794
Illinois,Hancock County,2003,19673
Illinois,Hancock County,2004,19577
Illinois,Hancock County,2005,19479
Illinois,Hancock County,2006,19412
Illinois,Hancock County,2007,19359
Illinois,Hancock County,2008,19192
Illinois,Hancock County,2009,19080
Illinois,Hancock County,2010,19104
Illinois,Hancock County,2011,18999
Illinois,Hancock County,2012,18829
Illinois,Hancock County,2013,18544
Illinois,Hancock County,2014,18324
Illinois,Hancock County,2015,18216
Illinois,Hancock County,2016,18205
Illinois,Hancock County,2017,17958
Illinois,Hancock County,2018,17828
Illinois,Hancock County,2019,17708
Illinois,Hardin County,2000,4777
Illinois,Hardin County,2001,4765
Illinois,Hardin County,2002,4723
Illinois,Hardin County,2003,4724
Illinois,Hardin County,2004,4664
Illinois,Hardin County,2005,4615
Illinois,Hardin County,2006,4508
Illinois,Hardin County,2007,4462
Illinois,Hardin County,2008,4386
Illinois,Hardin County,2009,4344
Illinois,Hardin County,2010,4320
Illinois,Hardin County,2011,4294
Illinois,Hardin County,2012,4281
Illinois,Hardin County,2013,4177
Illinois,Hardin County,2014,4149
Illinois,Hardin County,2015,4067
Illinois,Hardin County,2016,3991
Illinois,Hardin County,2017,3922
Illinois,Hardin County,2018,3893
Illinois,Hardin County,2019,3821
Illinois,Henderson County,2000,8172
Illinois,Henderson County,2001,8150
Illinois,Henderson County,2002,8078
Illinois,Henderson County,2003,7935
Illinois,Henderson County,2004,7912
Illinois,Henderson County,2005,7786
Illinois,Henderson County,2006,7614
Illinois,Henderson County,2007,7565
Illinois,Henderson County,2008,7463
Illinois,Henderson County,2009,7340
Illinois,Henderson County,2010,7331
Illinois,Henderson County,2011,7216
Illinois,Henderson County,2012,7043
Illinois,Henderson County,2013,6963
Illinois,Henderson County,2014,7011
Illinois,Henderson County,2015,6997
Illinois,Henderson County,2016,6886
Illinois,Henderson County,2017,6819
Illinois,Henderson County,2018,6697
Illinois,Henderson County,2019,6646
Illinois,Henry County,2000,51078
Illinois,Henry County,2001,50714
Illinois,Henry County,2002,50454
Illinois,Henry County,2003,50714
Illinois,Henry County,2004,50509
Illinois,Henry County,2005,50572
Illinois,Henry County,2006,50392
Illinois,Henry County,2007,50528
Illinois,Henry County,2008,50492
Illinois,Henry County,2009,50536
Illinois,Henry County,2010,50486
Illinois,Henry County,2011,50283
Illinois,Henry County,2012,50249
Illinois,Henry County,2013,49917
Illinois,Henry County,2014,49824
Illinois,Henry County,2015,49638
Illinois,Henry County,2016,49498
Illinois,Henry County,2017,49219
Illinois,Henry County,2018,49069
Illinois,Henry County,2019,48913
Illinois,Illinois,2000,12434161
Illinois,Illinois,2001,12488445
Illinois,Illinois,2002,12525556
Illinois,Illinois,2003,12556006
Illinois,Illinois,2004,12589773
Illinois,Illinois,2005,12609903
Illinois,Illinois,2006,12643955
Illinois,Illinois,2007,12695866
Illinois,Illinois,2008,12747038
Illinois,Illinois,2009,12796778
Illinois,Illinois,2010,12830632
Illinois,Illinois,2011,12867454
Illinois,Illinois,2012,12882510
Illinois,Illinois,2013,12895129
Illinois,Illinois,2014,12884493
Illinois,Illinois,2015,12858913
Illinois,Illinois,2016,12820527
Illinois,Illinois,2017,12778828
Illinois,Illinois,2018,12723071
Illinois,Illinois,2019,12671821
Illinois,Iroquois County,2000,31386
Illinois,Iroquois County,2001,31022
Illinois,Iroquois County,2002,30805
Illinois,Iroquois County,2003,30688
Illinois,Iroquois County,2004,30493
Illinois,Iroquois County,2005,30548
Illinois,Iroquois County,2006,30308
Illinois,Iroquois County,2007,30282
Illinois,Iroquois County,2008,30228
Illinois,Iroquois County,2009,29863
Illinois,Iroquois County,2010,29718
Illinois,Iroquois County,2011,29500
Illinois,Iroquois County,2012,29267
Illinois,Iroquois County,2013,28940
Illinois,Iroquois County,2014,28719
Illinois,Iroquois County,2015,28522
Illinois,Iroquois County,2016,28163
Illinois,Iroquois County,2017,27777
Illinois,Iroquois County,2018,27484
Illinois,Iroquois County,2019,27114
Illinois,Jackson County,2000,59633
Illinois,Jackson County,2001,59530
Illinois,Jackson County,2002,58949
Illinois,Jackson County,2003,59282
Illinois,Jackson County,2004,59462
Illinois,Jackson County,2005,60006
Illinois,Jackson County,2006,60170
Illinois,Jackson County,2007,59518
Illinois,Jackson County,2008,59605
Illinois,Jackson County,2009,59664
Illinois,Jackson County,2010,60218
Illinois,Jackson County,2011,60369
Illinois,Jackson County,2012,59066
Illinois,Jackson County,2013,59760
Illinois,Jackson County,2014,59359
Illinois,Jackson County,2015,59214
Illinois,Jackson County,2016,58726
Illinois,Jackson County,2017,57904
Illinois,Jackson County,2018,57289
Illinois,Jackson County,2019,56750
Illinois,Jasper County,2000,10067
Illinois,Jasper County,2001,10056
Illinois,Jasper County,2002,10015
Illinois,Jasper County,2003,9970
Illinois,Jasper County,2004,10010
Illinois,Jasper County,2005,9905
Illinois,Jasper County,2006,9807
Illinois,Jasper County,2007,9776
Illinois,Jasper County,2008,9786
Illinois,Jasper County,2009,9701
Illinois,Jasper County,2010,9698
Illinois,Jasper County,2011,9754
Illinois,Jasper County,2012,9672
Illinois,Jasper County,2013,9607
Illinois,Jasper County,2014,9633
Illinois,Jasper County,2015,9630
Illinois,Jasper County,2016,9583
Illinois,Jasper County,2017,9523
Illinois,Jasper County,2018,9624
Illinois,Jasper County,2019,9610
Illinois,Jefferson County,2000,40041
Illinois,Jefferson County,2001,39874
Illinois,Jefferson County,2002,39805
Illinois,Jefferson County,2003,39730
Illinois,Jefferson County,2004,39638
Illinois,Jefferson County,2005,39624
Illinois,Jefferson County,2006,39545
Illinois,Jefferson County,2007,39412
Illinois,Jefferson County,2008,39277
Illinois,Jefferson County,2009,38970
Illinois,Jefferson County,2010,38827
Illinois,Jefferson County,2011,38749
Illinois,Jefferson County,2012,38658
Illinois,Jefferson County,2013,38641
Illinois,Jefferson County,2014,38374
Illinois,Jefferson County,2015,38272
Illinois,Jefferson County,2016,38214
Illinois,Jefferson County,2017,38045
Illinois,Jefferson County,2018,37708
Illinois,Jefferson County,2019,37684
Illinois,Jersey County,2000,21642
Illinois,Jersey County,2001,21751
Illinois,Jersey County,2002,22001
Illinois,Jersey County,2003,22126
Illinois,Jersey County,2004,22374
Illinois,Jersey County,2005,22500
Illinois,Jersey County,2006,22736
Illinois,Jersey County,2007,22838
Illinois,Jersey County,2008,23084
Illinois,Jersey County,2009,23060
Illinois,Jersey County,2010,22985
Illinois,Jersey County,2011,22879
Illinois,Jersey County,2012,22710
Illinois,Jersey County,2013,22599
Illinois,Jersey County,2014,22492
Illinois,Jersey County,2015,22260
Illinois,Jersey County,2016,21947
Illinois,Jersey County,2017,21912
Illinois,Jersey County,2018,21795
Illinois,Jersey County,2019,21773
Illinois,Jo Daviess County,2000,22296
Illinois,Jo Daviess County,2001,22486
Illinois,Jo Daviess County,2002,22480
Illinois,Jo Daviess County,2003,22701
Illinois,Jo Daviess County,2004,22646
Illinois,Jo Daviess County,2005,22680
Illinois,Jo Daviess County,2006,22828
Illinois,Jo Daviess County,2007,22758
Illinois,Jo Daviess County,2008,22715
Illinois,Jo Daviess County,2009,22685
Illinois,Jo Daviess County,2010,22678
Illinois,Jo Daviess County,2011,22640
Illinois,Jo Daviess County,2012,22543
Illinois,Jo Daviess County,2013,22399
Illinois,Jo Daviess County,2014,22341
Illinois,Jo Daviess County,2015,22066
Illinois,Jo Daviess County,2016,21814
Illinois,Jo Daviess County,2017,21495
Illinois,Jo Daviess County,2018,21331
Illinois,Jo Daviess County,2019,21235
Illinois,Johnson County,2000,12836
Illinois,Johnson County,2001,12794
Illinois,Johnson County,2002,12454
Illinois,Johnson County,2003,12969
Illinois,Johnson County,2004,12903
Illinois,Johnson County,2005,12816
Illinois,Johnson County,2006,12889
Illinois,Johnson County,2007,12792
Illinois,Johnson County,2008,12671
Illinois,Johnson County,2009,12604
Illinois,Johnson County,2010,12582
Illinois,Johnson County,2011,12855
Illinois,Johnson County,2012,12856
Illinois,Johnson County,2013,12867
Illinois,Johnson County,2014,12887
Illinois,Johnson County,2015,12777
Illinois,Johnson County,2016,12454
Illinois,Johnson County,2017,12399
Illinois,Johnson County,2018,12423
Illinois,Johnson County,2019,12417
Illinois,Kane County,2000,407847
Illinois,Kane County,2001,423975
Illinois,Kane County,2002,440437
Illinois,Kane County,2003,453929
Illinois,Kane County,2004,466884
Illinois,Kane County,2005,475384
Illinois,Kane County,2006,485179
Illinois,Kane County,2007,495752
Illinois,Kane County,2008,504437
Illinois,Kane County,2009,511273
Illinois,Kane County,2010,515269
Illinois,Kane County,2011,519110
Illinois,Kane County,2012,520669
Illinois,Kane County,2013,522626
Illinois,Kane County,2014,525625
Illinois,Kane County,2015,528760
Illinois,Kane County,2016,530726
Illinois,Kane County,2017,532272
Illinois,Kane County,2018,532720
Illinois,Kane County,2019,532403
Illinois,Kankakee County,2000,103842
Illinois,Kankakee County,2001,104490
Illinois,Kankakee County,2002,104932
Illinois,Kankakee County,2003,105794
Illinois,Kankakee County,2004,106744
Illinois,Kankakee County,2005,107917
Illinois,Kankakee County,2006,109735
Illinois,Kankakee County,2007,111499
Illinois,Kankakee County,2008,112658
Illinois,Kankakee County,2009,113107
Illinois,Kankakee County,2010,113449
Illinois,Kankakee County,2011,113519
Illinois,Kankakee County,2012,112974
Illinois,Kankakee County,2013,112735
Illinois,Kankakee County,2014,111883
Illinois,Kankakee County,2015,111750
Illinois,Kankakee County,2016,111080
Illinois,Kankakee County,2017,110540
Illinois,Kankakee County,2018,109953
Illinois,Kankakee County,2019,109862
Illinois,Kendall County,2000,55311
Illinois,Kendall County,2001,58437
Illinois,Kendall County,2002,62523
Illinois,Kendall County,2003,67740
Illinois,Kendall County,2004,73723
Illinois,Kendall County,2005,81107
Illinois,Kendall County,2006,90740
Illinois,Kendall County,2007,100917
Illinois,Kendall County,2008,108559
Illinois,Kendall County,2009,112490
Illinois,Kendall County,2010,114736
Illinois,Kendall County,2011,116814
Illinois,Kendall County,2012,118246
Illinois,Kendall County,2013,119566
Illinois,Kendall County,2014,121374
Illinois,Kendall County,2015,122878
Illinois,Kendall County,2016,124535
Illinois,Kendall County,2017,126152
Illinois,Kendall County,2018,127717
Illinois,Kendall County,2019,128990
Illinois,Knox County,2000,55783
Illinois,Knox County,2001,55329
Illinois,Knox County,2002,54963
Illinois,Knox County,2003,54425
Illinois,Knox County,2004,53909
Illinois,Knox County,2005,53513
Illinois,Knox County,2006,53196
Illinois,Knox County,2007,52894
Illinois,Knox County,2008,52836
Illinois,Knox County,2009,52817
Illinois,Knox County,2010,52919
Illinois,Knox County,2011,52705
Illinois,Knox County,2012,52302
Illinois,Knox County,2013,52129
Illinois,Knox County,2014,51944
Illinois,Knox County,2015,51370
Illinois,Knox County,2016,50917
Illinois,Knox County,2017,50577
Illinois,Knox County,2018,49978
Illinois,Knox County,2019,49699
Illinois,LaSalle County,2000,111600
Illinois,LaSalle County,2001,112212
Illinois,LaSalle County,2002,111904
Illinois,LaSalle County,2003,110949
Illinois,LaSalle County,2004,112135
Illinois,LaSalle County,2005,112565
Illinois,LaSalle County,2006,113139
Illinois,LaSalle County,2007,113794
Illinois,LaSalle County,2008,114171
Illinois,LaSalle County,2009,113999
Illinois,LaSalle County,2010,113924
Illinois,LaSalle County,2011,113533
Illinois,LaSalle County,2012,112918
Illinois,LaSalle County,2013,112430
Illinois,LaSalle County,2014,111660
Illinois,LaSalle County,2015,111019
Illinois,LaSalle County,2016,110215
Illinois,LaSalle County,2017,109622
Illinois,LaSalle County,2018,109159
Illinois,LaSalle County,2019,108669
Illinois,Lake County,2000,648150
Illinois,Lake County,2001,658986
Illinois,Lake County,2002,668022
Illinois,Lake County,2003,668760
Illinois,Lake County,2004,677735
Illinois,Lake County,2005,684419
Illinois,Lake County,2006,689891
Illinois,Lake County,2007,692995
Illinois,Lake County,2008,697369
Illinois,Lake County,2009,701042
Illinois,Lake County,2010,703462
Illinois,Lake County,2011,701642
Illinois,Lake County,2012,702083
Illinois,Lake County,2013,704207
Illinois,Lake County,2014,704294
Illinois,Lake County,2015,704611
Illinois,Lake County,2016,704158
Illinois,Lake County,2017,702475
Illinois,Lake County,2018,699587
Illinois,Lake County,2019,696535
Illinois,Lawrence County,2000,15432
Illinois,Lawrence County,2001,15527
Illinois,Lawrence County,2002,16045
Illinois,Lawrence County,2003,16455
Illinois,Lawrence County,2004,16562
Illinois,Lawrence County,2005,16910
Illinois,Lawrence County,2006,16730
Illinois,Lawrence County,2007,16952
Illinois,Lawrence County,2008,16935
Illinois,Lawrence County,2009,16802
Illinois,Lawrence County,2010,16833
Illinois,Lawrence County,2011,16901
Illinois,Lawrence County,2012,16728
Illinois,Lawrence County,2013,16728
Illinois,Lawrence County,2014,16562
Illinois,Lawrence County,2015,16465
Illinois,Lawrence County,2016,16182
Illinois,Lawrence County,2017,16027
Illinois,Lawrence County,2018,15813
Illinois,Lawrence County,2019,15678
Illinois,Lee County,2000,36092
Illinois,Lee County,2001,36100
Illinois,Lee County,2002,35825
Illinois,Lee County,2003,35586
Illinois,Lee County,2004,35704
Illinois,Lee County,2005,35635
Illinois,Lee County,2006,35905
Illinois,Lee County,2007,36191
Illinois,Lee County,2008,36272
Illinois,Lee County,2009,36189
Illinois,Lee County,2010,36031
Illinois,Lee County,2011,35609
Illinois,Lee County,2012,35216
Illinois,Lee County,2013,35121
Illinois,Lee County,2014,34910
Illinois,Lee County,2015,34521
Illinois,Lee County,2016,34494
Illinois,Lee County,2017,34540
Illinois,Lee County,2018,34296
Illinois,Lee County,2019,34096
Illinois,Livingston County,2000,39751
Illinois,Livingston County,2001,39881
Illinois,Livingston County,2002,39519
Illinois,Livingston County,2003,39095
Illinois,Livingston County,2004,39145
Illinois,Livingston County,2005,39062
Illinois,Livingston County,2006,38978
Illinois,Livingston County,2007,39069
Illinois,Livingston County,2008,39071
Illinois,Livingston County,2009,39054
Illinois,Livingston County,2010,38950
Illinois,Livingston County,2011,38805
Illinois,Livingston County,2012,38511
Illinois,Livingston County,2013,37394
Illinois,Livingston County,2014,37036
Illinois,Livingston County,2015,36605
Illinois,Livingston County,2016,36107
Illinois,Livingston County,2017,36124
Illinois,Livingston County,2018,35714
Illinois,Livingston County,2019,35648
Illinois,Logan County,2000,31161
Illinois,Logan County,2001,30934
Illinois,Logan County,2002,30873
Illinois,Logan County,2003,30958
Illinois,Logan County,2004,30981
Illinois,Logan County,2005,30795
Illinois,Logan County,2006,30562
Illinois,Logan County,2007,30498
Illinois,Logan County,2008,30513
Illinois,Logan County,2009,30342
Illinois,Logan County,2010,30305
Illinois,Logan County,2011,30270
Illinois,Logan County,2012,30358
Illinois,Logan County,2013,29826
Illinois,Logan County,2014,29660
Illinois,Logan County,2015,29284
Illinois,Logan County,2016,29166
Illinois,Logan County,2017,29034
Illinois,Logan County,2018,28912
Illinois,Logan County,2019,28618
Illinois,Macon County,2000,114499
Illinois,Macon County,2001,113604
Illinois,Macon County,2002,112564
Illinois,Macon County,2003,111572
Illinois,Macon County,2004,111181
Illinois,Macon County,2005,111083
Illinois,Macon County,2006,110808
Illinois,Macon County,2007,110751
Illinois,Macon County,2008,110588
Illinois,Macon County,2009,110732
Illinois,Macon County,2010,110768
Illinois,Macon County,2011,110684
Illinois,Macon County,2012,110134
Illinois,Macon County,2013,109561
Illinois,Macon County,2014,108515
Illinois,Macon County,2015,107343
Illinois,Macon County,2016,106383
Illinois,Macon County,2017,105399
Illinois,Macon County,2018,104504
Illinois,Macon County,2019,104009
Illinois,Macoupin County,2000,48972
Illinois,Macoupin County,2001,48788
Illinois,Macoupin County,2002,48719
Illinois,Macoupin County,2003,48690
Illinois,Macoupin County,2004,48612
Illinois,Macoupin County,2005,48418
Illinois,Macoupin County,2006,48176
Illinois,Macoupin County,2007,48195
Illinois,Macoupin County,2008,48092
Illinois,Macoupin County,2009,47630
Illinois,Macoupin County,2010,47765
Illinois,Macoupin County,2011,47739
Illinois,Macoupin County,2012,47054
Illinois,Macoupin County,2013,46680
Illinois,Macoupin County,2014,46208
Illinois,Macoupin County,2015,45876
Illinois,Macoupin County,2016,45691
Illinois,Macoupin County,2017,45505
Illinois,Macoupin County,2018,45318
Illinois,Macoupin County,2019,44926
Illinois,Madison County,2000,259204
Illinois,Madison County,2001,260343
Illinois,Madison County,2002,261130
Illinois,Madison County,2003,262566
Illinois,Madison County,2004,263722
Illinois,Madison County,2005,264759
Illinois,Madison County,2006,266164
Illinois,Madison County,2007,267382
Illinois,Madison County,2008,268232
Illinois,Madison County,2009,268978
Illinois,Madison County,2010,269282
Illinois,Madison County,2011,268636
Illinois,Madison County,2012,268072
Illinois,Madison County,2013,267268
Illinois,Madison County,2014,266566
Illinois,Madison County,2015,265996
Illinois,Madison County,2016,265641
Illinois,Madison County,2017,265251
Illinois,Madison County,2018,264026
Illinois,Madison County,2019,262966
Illinois,Marion County,2000,41665
Illinois,Marion County,2001,41393
Illinois,Marion County,2002,40971
Illinois,Marion County,2003,40602
Illinois,Marion County,2004,40229
Illinois,Marion County,2005,39941
Illinois,Marion County,2006,40037
Illinois,Marion County,2007,39898
Illinois,Marion County,2008,39794
Illinois,Marion County,2009,39465
Illinois,Marion County,2010,39437
Illinois,Marion County,2011,39141
Illinois,Marion County,2012,39008
Illinois,Marion County,2013,38669
Illinois,Marion County,2014,38555
Illinois,Marion County,2015,38359
Illinois,Marion County,2016,38045
Illinois,Marion County,2017,37726
Illinois,Marion County,2018,37381
Illinois,Marion County,2019,37205
Illinois,Marshall County,2000,13137
Illinois,Marshall County,2001,12917
Illinois,Marshall County,2002,12939
Illinois,Marshall County,2003,12911
Illinois,Marshall County,2004,13007
Illinois,Marshall County,2005,12952
Illinois,Marshall County,2006,12896
Illinois,Marshall County,2007,12896
Illinois,Marshall County,2008,12725
Illinois,Marshall County,2009,12671
Illinois,Marshall County,2010,12640
Illinois,Marshall County,2011,12487
Illinois,Marshall County,2012,12259
Illinois,Marshall County,2013,12128
Illinois,Marshall County,2014,11966
Illinois,Marshall County,2015,11925
Illinois,Marshall County,2016,11881
Illinois,Marshall County,2017,11668
Illinois,Marshall County,2018,11483
Illinois,Marshall County,2019,11438
Illinois,Mason County,2000,16001
Illinois,Mason County,2001,15960
Illinois,Mason County,2002,15847
Illinois,Mason County,2003,15717
Illinois,Mason County,2004,15671
Illinois,Mason County,2005,15471
Illinois,Mason County,2006,15153
Illinois,Mason County,2007,15078
Illinois,Mason County,2008,14962
Illinois,Mason County,2009,14787
Illinois,Mason County,2010,14666
Illinois,Mason County,2011,14471
Illinois,Mason County,2012,14322
Illinois,Mason County,2013,14144
Illinois,Mason County,2014,14103
Illinois,Mason County,2015,13863
Illinois,Mason County,2016,13675
Illinois,Mason County,2017,13677
Illinois,Mason County,2018,13533
Illinois,Mason County,2019,13359
Illinois,Massac County,2000,15136
Illinois,Massac County,2001,15077
Illinois,Massac County,2002,15206
Illinois,Massac County,2003,15205
Illinois,Massac County,2004,15444
Illinois,Massac County,2005,15477
Illinois,Massac County,2006,15397
Illinois,Massac County,2007,15471
Illinois,Massac County,2008,15408
Illinois,Massac County,2009,15435
Illinois,Massac County,2010,15429
Illinois,Massac County,2011,15281
Illinois,Massac County,2012,15066
Illinois,Massac County,2013,14847
Illinois,Massac County,2014,14756
Illinois,Massac County,2015,14567
Illinois,Massac County,2016,14440
Illinois,Massac County,2017,14291
Illinois,Massac County,2018,14023
Illinois,Massac County,2019,13772
Illinois,McDonough County,2000,32841
Illinois,McDonough County,2001,32789
Illinois,McDonough County,2002,32802
Illinois,McDonough County,2003,32971
Illinois,McDonough County,2004,32798
Illinois,McDonough County,2005,32848
Illinois,McDonough County,2006,32868
Illinois,McDonough County,2007,32945
Illinois,McDonough County,2008,32615
Illinois,McDonough County,2009,32611
Illinois,McDonough County,2010,32612
Illinois,McDonough County,2011,32521
Illinois,McDonough County,2012,32558
Illinois,McDonough County,2013,32253
Illinois,McDonough County,2014,31799
Illinois,McDonough County,2015,31449
Illinois,McDonough County,2016,30907
Illinois,McDonough County,2017,30373
Illinois,McDonough County,2018,29984
Illinois,McDonough County,2019,29682
Illinois,McHenry County,2000,261084
Illinois,McHenry County,2001,267632
Illinois,McHenry County,2002,274441
Illinois,McHenry County,2003,281743
Illinois,McHenry County,2004,287997
Illinois,McHenry County,2005,294280
Illinois,McHenry County,2006,300630
Illinois,McHenry County,2007,305117
Illinois,McHenry County,2008,307246
Illinois,McHenry County,2009,308067
Illinois,McHenry County,2010,308760
Illinois,McHenry County,2011,308504
Illinois,McHenry County,2012,308230
Illinois,McHenry County,2013,307605
Illinois,McHenry County,2014,307404
Illinois,McHenry County,2015,307572
Illinois,McHenry County,2016,307159
Illinois,McHenry County,2017,307815
Illinois,McHenry County,2018,308251
Illinois,McHenry County,2019,307774
Illinois,McLean County,2000,150844
Illinois,McLean County,2001,152713
Illinois,McLean County,2002,155882
Illinois,McLean County,2003,157795
Illinois,McLean County,2004,159096
Illinois,McLean County,2005,160299
Illinois,McLean County,2006,162925
Illinois,McLean County,2007,165223
Illinois,McLean County,2008,166825
Illinois,McLean County,2009,168727
Illinois,McLean County,2010,169572
Illinois,McLean County,2011,170909
Illinois,McLean County,2012,172721
Illinois,McLean County,2013,175037
Illinois,McLean County,2014,174105
Illinois,McLean County,2015,173141
Illinois,McLean County,2016,173070
Illinois,McLean County,2017,172754
Illinois,McLean County,2018,172410
Illinois,McLean County,2019,171517
Illinois,Menard County,2000,12476
Illinois,Menard County,2001,12503
Illinois,Menard County,2002,12525
Illinois,Menard County,2003,12562
Illinois,Menard County,2004,12641
Illinois,Menard County,2005,12556
Illinois,Menard County,2006,12570
Illinois,Menard County,2007,12746
Illinois,Menard County,2008,12780
Illinois,Menard County,2009,12720
Illinois,Menard County,2010,12705
Illinois,Menard County,2011,12698
Illinois,Menard County,2012,12691
Illinois,Menard County,2013,12572
Illinois,Menard County,2014,12508
Illinois,Menard County,2015,12356
Illinois,Menard County,2016,12398
Illinois,Menard County,2017,12293
Illinois,Menard County,2018,12289
Illinois,Menard County,2019,12196
Illinois,Mercer County,2000,16937
Illinois,Mercer County,2001,16910
Illinois,Mercer County,2002,16914
Illinois,Mercer County,2003,16829
Illinois,Mercer County,2004,16795
Illinois,Mercer County,2005,16694
Illinois,Mercer County,2006,16642
Illinois,Mercer County,2007,16598
Illinois,Mercer County,2008,16650
Illinois,Mercer County,2009,16438
Illinois,Mercer County,2010,16434
Illinois,Mercer County,2011,16316
Illinois,Mercer County,2012,16163
Illinois,Mercer County,2013,16075
Illinois,Mercer County,2014,15901
Illinois,Mercer County,2015,15746
Illinois,Mercer County,2016,15602
Illinois,Mercer County,2017,15608
Illinois,Mercer County,2018,15551
Illinois,Mercer County,2019,15437
Illinois,Monroe County,2000,27764
Illinois,Monroe County,2001,28302
Illinois,Monroe County,2002,29070
Illinois,Monroe County,2003,29771
Illinois,Monroe County,2004,30422
Illinois,Monroe County,2005,31007
Illinois,Monroe County,2006,31644
Illinois,Monroe County,2007,32139
Illinois,Monroe County,2008,32533
Illinois,Monroe County,2009,32848
Illinois,Monroe County,2010,32957
Illinois,Monroe County,2011,33214
Illinois,Monroe County,2012,33260
Illinois,Monroe County,2013,33457
Illinois,Monroe County,2014,33540
Illinois,Monroe County,2015,33739
Illinois,Monroe County,2016,33913
Illinois,Monroe County,2017,34179
Illinois,Monroe County,2018,34373
Illinois,Monroe County,2019,34637
Illinois,Montgomery County,2000,30657
Illinois,Montgomery County,2001,30516
Illinois,Montgomery County,2002,30550
Illinois,Montgomery County,2003,30355
Illinois,Montgomery County,2004,30394
Illinois,Montgomery County,2005,30288
Illinois,Montgomery County,2006,30378
Illinois,Montgomery County,2007,30295
Illinois,Montgomery County,2008,30276
Illinois,Montgomery County,2009,30124
Illinois,Montgomery County,2010,30104
Illinois,Montgomery County,2011,29864
Illinois,Montgomery County,2012,29616
Illinois,Montgomery County,2013,29362
Illinois,Montgomery County,2014,29449
Illinois,Montgomery County,2015,29192
Illinois,Montgomery County,2016,29061
Illinois,Montgomery County,2017,28781
Illinois,Montgomery County,2018,28691
Illinois,Montgomery County,2019,28414
Illinois,Morgan County,2000,36638
Illinois,Morgan County,2001,36403
Illinois,Morgan County,2002,36262
Illinois,Morgan County,2003,36241
Illinois,Morgan County,2004,36332
Illinois,Morgan County,2005,36101
Illinois,Morgan County,2006,35966
Illinois,Morgan County,2007,35936
Illinois,Morgan County,2008,35761
Illinois,Morgan County,2009,35602
Illinois,Morgan County,2010,35547
Illinois,Morgan County,2011,35481
Illinois,Morgan County,2012,35317
Illinois,Morgan County,2013,35000
Illinois,Morgan County,2014,34673
Illinois,Morgan County,2015,34673
Illinois,Morgan County,2016,34632
Illinois,Morgan County,2017,34245
Illinois,Morgan County,2018,34027
Illinois,Morgan County,2019,33658
Illinois,Moultrie County,2000,14327
Illinois,Moultrie County,2001,14324
Illinois,Moultrie County,2002,14362
Illinois,Moultrie County,2003,14432
Illinois,Moultrie County,2004,14521
Illinois,Moultrie County,2005,14587
Illinois,Moultrie County,2006,14565
Illinois,Moultrie County,2007,14666
Illinois,Moultrie County,2008,14743
Illinois,Moultrie County,2009,14787
Illinois,Moultrie County,2010,14846
Illinois,Moultrie County,2011,14856
Illinois,Moultrie County,2012,14874
Illinois,Moultrie County,2013,14796
Illinois,Moultrie County,2014,14751
Illinois,Moultrie County,2015,14743
Illinois,Moultrie County,2016,14610
Illinois,Moultrie County,2017,14701
Illinois,Moultrie County,2018,14648
Illinois,Moultrie County,2019,14501
Illinois,Ogle County,2000,51275
Illinois,Ogle County,2001,51468
Illinois,Ogle County,2002,51758
Illinois,Ogle County,2003,52227
Illinois,Ogle County,2004,52536
Illinois,Ogle County,2005,52893
Illinois,Ogle County,2006,53358
Illinois,Ogle County,2007,53634
Illinois,Ogle County,2008,53802
Illinois,Ogle County,2009,53621
Illinois,Ogle County,2010,53497
Illinois,Ogle County,2011,53064
Illinois,Ogle County,2012,52776
Illinois,Ogle County,2013,52266
Illinois,Ogle County,2014,51931
Illinois,Ogle County,2015,51559
Illinois,Ogle County,2016,51148
Illinois,Ogle County,2017,50993
Illinois,Ogle County,2018,50781
Illinois,Ogle County,2019,50643
Illinois,Peoria County,2000,183186
Illinois,Peoria County,2001,182348
